Group ID,Observer ID,Question,Response ID,Response,Code
1,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",114,"POD library – some hate it, some love it: Glitchy and slow, doesn’t scroll quickly; Use it for the PDF; Have to click “trust this host” then click OK, then it works; Takes less time to get to what you need",Pdf 
1,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",115,"Nice to not carry heavy books, especially for more than one procedure or manual ",Useful 
1,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",116,Don’t use IETM if it doesn’t work,Complaint 
2,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",211,One Sailor comments that the IETM is well-organized. ,Useful 
2,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",212,One Sailor says it’s easy for new people to “Ctrl + F it really fast” to find information. ,Search 
2,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",213,"One Sailor says, “When it loads, it’s very helpful.” ",Useful 
2,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",214,"One Sailor says they use the IETM for “anything that requires a procedure, for the checkboxes.” ",Checkboxes; purpose
2,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",215,One Sailor says it’s easier to use a digital format for forms.  ,Recording Tables 
2,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",216,One Sailor says the checkboxes and copy/paste functions are useful. ,Checkboxes; Useful 
2,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",217,"One Sailor says they like the TOC, as it’s easy to navigate. ",TOC; Useful
2,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",218,"Another Sailor says they like that everything is in one place, and there’s hyperlinks. ",Useful 
2,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",281,Well organized ,Useful 
2,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",282,Quickly find something (ctrl + F) ,Search; Useful
2,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",283,"When it loads, it’s very organized and helpful ",Useful 
2,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",284,"Digital copies, easier to use IETM (copy and paste) ",Useful 
2,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",285,Checkboxes in IETM ,Checkboxes; Useful 
2,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",286,"TOC easy to find, paragraphs are hyperlinked",TOC; Useful 
3,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",330,"Sailor enjoys the ability to see all sections, using the TOC, and going directly to sections. The IETM is “very much better” than the hardcopy. Sailor likes checkboxes and being able to track spot in procedure. Books cannot track spots (unless plastic covers with markers are used). ",TOC; useful; checkboxes
3,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",394,Seeing sections –glossary off to the side [I think he meant TOC],TOC; useful
3,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",395,Being able to check boxes and track where I am in a procedure (can’t mark book unless it has the plastic cover),Checkboxes 
4,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",487,"One Sailor likes the convenience of the digital manual, scrolling, and how it’s easier than “flipping pages.”",Useful 
4,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",488,One Sailor likes the checkboxes (if there are no plastic covers on the physical manuals).,Checkboxes; useful
4,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",489,"One Sailor says it’s “good but bad” – since the manual they work with loads to just the applicable section, it can prevent inadvertent jumping (but makes it so the Sailor needs to open the PDF version to search the whole thing).",Misc. 
4,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",544,Convenience; being able to scroll; able to search,Search; useful
4,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",545,Option to check boxes,Checkboxes; useful
4,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",546,"When it loads, it only loads one section, which is usually good, but can be bad",Misc. 
4,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",547,"If you want to search the whole thing, you have to go to POD",Search; pdf
5,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",600,Sailor says favorite thing is step tracking. Likes the ability to have multiple procedures up at once.,Useful 
5,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",601,"Sailor says they like “that it’s electronic.” IETM is easier to manage and navigate, eliminates page flipping and can help to find sections quickly.",Useful 
5,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",656,Favorite is tracking steps in procedures,Useful; checkboxes
5,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",657,Multiple procedures in different tabs,Useful 
5,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",658,"It’s electronic, a lot easier to navigate and manage",Useful 
5,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",659,Bad to go through the paper book because it’s really messy and you can pass what you’re looking for,Hardcopy
6,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",726,"Hyperlinking is useful, clicking and going directly there",Useful 
6,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",727,Hovering functionality,Useful 
6,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",728,Turn principles on/off,Useful 
6,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",729,being able to draw line on graphs [in PDF] rather than hunt down procedure in hardcopy,Pdf 
6,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",730,Freedom to access specific parts from specific manuals (some manuals aren’t readily available in hardcopy),Useful 
6,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",731,Change synopses and MCFs access,Useful 
6,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",732,"Procedure checkmarks (“even though we don’t use that currently, that functionality is wonderful”)",Checkboxes; useful
6,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",733,One Sailor asks for Circle X with the checkboxes,Circle X; wishlist item
6,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",734,Casualty procedure shortcut (everyone nods in agreement),Useful 
6,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",829,"Linking, if I can save my previous place in the IETM.",Useful 
6,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",830,There’s a lot of hovering functions. It displays what the Reference is or where it could go to a Reference.,Useful; references
6,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",831,Every IETM has principles. We don’t have that in the Engine Room.,Useful 
6,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",832,I can pull principles up in an IETM instead of using a posted procedure.,Useful; hardcopy
6,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",833,"If it’s an uncommon manual, then I print the specific part needed rather than having it broken down by the book.",Hardcopy 
6,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",834,Change Synopsis and MCF,Useful 
6,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",835,Procedures on IETMs. We don’t use it onboard though.,Useful 
6,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",836,"1-stop shop for the Engineering Department, beneficial to help streamline the process for the Library Page.",Useful 
7,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",919,"You can x out individual steps without having to put it in a sheet protector and use markers, can cancel out red text",Useful; checkboxes
7,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",920,Most useful “when you need to have 10 references open at one time”,Useful; references; purpose
7,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",921,Significantly easier for going through multiple procedures at once for daily operations. Easier to pull out books for casualties/drills though.,Useful; purpose; hardcopy
7,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",922,Very difficult having space for all the books on a desk. ,Hardcopy; complaint
7,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",923,Copy and paste from IETM into a PowerPoint,Useful 
7,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",925,“You can’t rip the IETM.”,Useful 
7,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",926,"Administration of revisions significantly easier, no page checking",Useful; Revision Incorporation
7,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",927,Likes POD for section that you’re on,Useful; pdf
7,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1007,"The fact that I can x out the individual spot and then the red text can be easily minimized, and being able to x out the specific window.",Useful; checkboxes
7,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1008,We haven’t used it functionally yet.,Misc. 
7,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1010,"I think it’s most useful the more references you have open (e.g., 10)",Useful; references
7,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1011,"For CP and drills it’s easier to circle x, get done, then put the book away.",Circle X 
7,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1012,We don’t have space for all the books.,Hardcopy; complaint
8,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1096,Ctrl +f,Useful; search
8,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1097,Having a TOC up on the side view,Useful; TOC
8,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1098,Figures tab ,Useful; TOC
8,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1099,"“Depending on the document, they’re laid out differently” – notes differences between document types. Says usage depends on manual being opened.",Misc. 
8,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1100,Links are useful. Being able to follow steps. ,Useful; references
8,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1177,Easy to use.,Useful 
8,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1178,CTRL +F,Useful; search
8,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1179,TOC on the side view of the IETM,Useful; TOC
8,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1180,"It’s essentially one click to use the figures tab. Under the chapter, text/tables/figures.",Useful; TOC
8,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1181,"Depending on the document, layout differs.",Misc. 
8,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1182,Sometimes a chapter is not selected necessarily to view the figures.,Illustration 
8,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1183,All the links are useful.,Useful 
8,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1184,"The links, if I pull up Ref #195 it just displays the Ref page, I would prefer it open the actual reference",References; Wishlist item
9,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1259,"“Being able to search up specific pieces”, “very useful to be able to search by number”",Search; useful
9,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1260,Ctrl + F (two more agree),Search; useful
9,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1261,Being able to have multiple tabs open to swap from procedure to procedure,Useful 
9,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1262,"The index on the left hand side of the screen, expandable, useful",Useful; TOC
9,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1263,"Doesn’t exist in RPM, but for CTMs, hyperlink to the reference is really great. Another Sailor notes a downfall of that is that it doesn’t auto-open in a new tab.",Useful; References; RPM
9,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1265,Amount of hyperlinks in procedures is usually pretty good. ,Useful 
9,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1266,"“I like the change function.” Comments on the red text, it helps in certain circumstances.",Useful 
9,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1354,"Being able to search specific pieces, or if I am trying to remember a number, CTRL+F",Search; useful
9,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1355,"Being able to have multiple parts open, rather than sticky notes in the books.",Useful 
9,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1356,"The index on left side of screen is probably the best, I can expand it.",Useful; TOC
9,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1357,"Doesn’t exist in RPM, but in the CTM, there is a hyperlink to the reference.",Useful; references; RPM
9,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1358,Especially with tables.,Useful 
9,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1359,Sometimes it won’t open a new tab.,Complaint 
9,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1360,With some IETMs right click open a new tab doesn’t work either.,Complaint 
9,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1361,"I like to open a figure in a new tab, but sometimes the figure doesn’t load. Prizm viewer is terrible.",Image viewer; complaint
9,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1362,"The fact that I can use the figures is of great benefit, in a separate tab, I’m not having to search around in a book.",Illustration; useful
9,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1363,"The amount of links in a book is usually very good, especially in the OPs and OIs, I can just pull them up.",References; useful
9,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1364,"I like the change function being able to see what changes, when implementing a new rev I can see the red text mark what is new or moved. Excellent – good to know – keep track of that information.",Useful 
10,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1450,“it’s quick to be able to find things”,Time; useful
10,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1452,“good to have everything in 1 spot”,Useful 
10,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1453,Previously they’d “have to go find a book physically”,Hardcopy 
10,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1456,"One Sailor also added links to TSOs on homepage, as well as local plant ops documents",Misc. 
10,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1457,"With Edge in IE mode, there are no issues, but Chrome does not work as well",Misc. 
10,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1459,(Drahos pauses discussion to encourage honest answers to questions),Misc. 
10,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1460,"One Sailor appreciates how easy it is to get IETMs onto the network, it’s a simple folder layout",Revision Incorporation; useful
10,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1461,"Hyperlinks between pages make it “seamless” to move between procedures in the same TM. But there are no links to other manuals. Tom interjects, asks about how linking between the manuals works and gives a few examples of how it should. ",References 
10,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1462,"PDF usage for printer is nice, auto-loading to the section you have open is helpful",Pdf; useful; hardcopy
10,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1563,Being able to just open PDF allows better access to print/search.,Pdf; search; hardcopy
11,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1673,Navigating through sections of a procedure is easy,Useful 
11,1,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1674,Step tracking features,Checkboxes; useful
11,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1765,Navigating through sections and procedures. For figures it is not useful.,Useful; illustration; complaint
11,2,"2.1: What do you think the IETM does well? What functionalities do you find useful in it, compared to paper manuals? ",1766,Crosslinks between manuals.,Useful; references
1,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",25,"One Sailor says, “Only if they don’t work” (uses IETM a lot). ",Complaint 
1,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",26,"One Sailor discusses how there are issues w/ people printing forms from IETM and “slapping them into a personal folder” to fill out, leading to loss of rev control. ",Hardcopy; complaint
1,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",27,"A few Sailors describe that they “print out [their] tables” to fill out, rather than use a marker on a screenshot. ",Recording Tables; hardcopy
1,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",28,"One Sailor says, “I would rather use a downloaded PDF to open in Edge” (which is faster browser). ",Pdf 
1,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",29,One Sailor describes how “if you can’t get the IETM to open up… that can halt plant recovery.” Discussion of tablet freezing leading to issues w/ procedures. Sometimes they just have to  “get the book.” ,Device 
1,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",117,Lots of workarounds for fillable form ,Recording Tables 
1,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",118,Causes configuration control issues for TM rev. level ,Revision Incorporation 
1,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",119,Often print out Recording tables ,Recording Tables; hardcopy
1,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",120,"Download to tablet, then lose rev. control ",Revision Incorporation; device
1,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",121,Would rather use downloaded PDF in Edge (faster than IE) ,Pdf 
1,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",122,"Slow to get IETMs to open during casualties, which can hinder recovery ",Complaint; time
1,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",123,"Sometimes on the tablet, the IETM won’t open at all ",Complaint; device
2,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",219,"One Sailor expresses difficulty maneuvering drawings. Another Sailor agrees, saying it’s hard to “follow piping” on diagrams. Another sailor says most pictures “freeze the tab,” and if this occurs, they have to sign out and try again; if it persists, they get a new tablet, which means they can spend 5-10 minutes trying to view a drawing. ",Image viewer; Complaint; Time 
2,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",220,One Sailor says loading drawings is a big issue. Another agrees. ,Image viewer 
2,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",221,"One Sailor says that opening new pages and going back to the old ones can get annoying. Another agrees, saying going from the PPM screens to RPM screens can be lengthy, jumping-about process.",Complaint; RPM; specific manuals
2,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",287,Drawings are hard to scroll around ,Illustration 
2,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",288,"Hard to pull up any picture, doing so will freeze the tab and won’t let you close the tab. When that happens, they must sign out and sign back in, a process that takes 10 minutes.",Image viewer; Complaint; Time 
2,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",289,Loading drawings (try to do on computer if we can) ,Image viewer; Device
3,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",331,Sailor says the most inconvenient action is dealing with figures. Speculates this is due to the loading issues from system. ,Illustration 
3,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",396,Dealing with figures,Illustration; complaint
3,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",397,Takes time to load when panning left or right or zooming in,Illustration; complaint; time 
3,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",398,More convenient to look at figures in PDF,Illustration; pdf
4,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",490,Multiple Sailors shake their heads.,Misc. 
4,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",491,"One Sailor says that in a procedure, when something is already checked off, they can’t signal that they want to repeat the step or Circle X. ",Circle X; complaint
4,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",492,"One Sailor notes that N/A steps are not flagged (it just looks like they are checked and completed, not N/A).",N/A option; wishlist item
4,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",548,Repeating steps is weird for circle X-ing,Circle X 
4,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",549,"Need the option to N/A steps, especially for turning over procedure",N/A option; wishlist item
5,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",602,"Sailor notes that pulling up drawings is difficult. They open POD library to look at them instead. Sailor notes it’s hard to bring drawings up when in procedures, and that some POD PDFs are missing drawings (high pressure drains, as an example). They also note that some drawings have highlighter markings on them. ",Illustration; Complaint; pdf
5,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",603,"Sailor says evolutions are hard, since you need to separate everything out and use the tablet offline. But otherwise, they cannot think of anything else.",Complaint; device; network connectivity
5,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",660,Pulling up drawings (have to go to the POD library),Illustration; pdf
5,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",661,"When you’re in a procedure and you tab over to figures, it’s hard to bring them up",Illustration; complaint
5,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",662,"Missing drawings (have to scan out of the book, and some have highlighting (not sure how that got in there)",Illustration; complaint
5,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",663,Evolutions,Complaint 
6,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",735,"Images – “Images don’t come up in-line with the text”, and sometimes they don’t even appear, so you just have to open it up in a PDF",Illustration; pdf; complaint
6,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",736,"With SBIT shortcut page, if that was easier to add to it, it would be great to be a one-stop shop for the entire dept. See all standing orders / locally generated documents in one location. Beneficial to streamline process. (This is the library page)",Wishlist item 
6,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",737,"RPM has a really good layout for tracking on the side [TOC], but other manuals (water chem) default to click-through annoying format. ",Useful; TOC; water chem
6,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",837,Circle X type processing.,Circle X 
6,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",838,Viewing Images if you have too many open.,Illustration; complaint
7,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",930,"Wants to be able to CTRL + F images to find information as well on graphics, rather than in manual text.",Search; Illustration; wishlist item
7,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",931,"Formatting of drawings (larger ones) “can be more difficult to read” – sizing just doesn’t fit in standard screen, lots of scrolling. Physical copy is easier to reference.",Illustration; complaint; hardcopy
7,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",932,"Some drawings are “copy of a copy of a copy of a copy” – fuzzy, blurry. Fixing things would help.",Illustration; complaint
7,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",933,Hard to use drawing viewer. ,Image viewer; complaint
7,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1014,You can’t rip the IETM.,Useful 
7,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1015,"The revisions are easier in the IETM, don’t have to do all the page checks.",Useful; Revision Incorporation
8,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1101,"Links to references just take you to references page, vice pulling up the specific reference. Would be “super handy” to have it pull up the reference itself. ",References; wishlist item
8,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1102,"Having to turn principles on (vice having them on by default). “99% of the time, we want them on”. They train people to always have principles on before working.",Complaint 
8,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1103,Ctrl + F does not work across all sections since they’re split up into sections in the IETM. Would be helpful to have everything laid out. Chooses to open PDF to Ctrl + F instead most times.,Search; pdf; complaint
8,1,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1104,"“I find myself opening up several tabs at a time, basically by how it naturally opens up.” Discusses how closing out of several tabs is annoying when they auto-open so much. ",Complaint 
8,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1185,And changes-on vice just having Principles on by default vice having the choice. Most of the information is in the principles.,Wishlist item 
8,2,"2.2: Is there any action that is inconvenient or difficult to do while using the IETM? If so, have you used an alternative to the IETM to complete these actions? ",1186,"We train that as soon as you open, turn on the Principles.",Misc. 
