Participant ID,Group ID,Prompt,Response
20,4,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
21,4,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
22,4,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
23,5,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
24,5,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
25,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
26,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
27,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
28,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
29,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",8
30,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
31,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
32,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
33,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
34,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
35,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",1
36,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
37,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
38,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
39,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
40,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",7
41,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",8
42,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",8
43,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
44,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
45,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
46,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
47,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
48,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
49,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",7
50,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",9
51,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",9
52,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
53,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
54,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
55,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
56,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
57,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
58,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",9
59,TYCOM,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",8
60,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
61,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
62,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",9
63,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
64,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
65,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
66,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
67,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
68,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
69,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
70,11,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
71,11,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
72,11,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
73,11,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
74,NAVAIR,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
8,1,"Additional comments on Circle X (being able to circle a step, then mark it as complete).",this is how we're taught
46,8,"Additional comments on Circle X (being able to circle a step, then mark it as complete).",should be able to circle x multiple items in a table of info more than check boxes
52,9,"Additional comments on Circle X (being able to circle a step, then mark it as complete).",also N/A as an option
59,TYCOM,"Additional comments on Circle X (being able to circle a step, then mark it as complete).","must be optional, not required"
70,11,"Additional comments on Circle X (being able to circle a step, then mark it as complete).","circle, x, and clear would be very useful for procedures"
1,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
2,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",8
3,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
4,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
5,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",8
6,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
7,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",8
8,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",8
9,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
10,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
11,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",7
12,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
13,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
14,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
15,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",9
16,3,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
17,3,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",6
18,4,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
19,4,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",8
20,4,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
21,4,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
22,4,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
23,5,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
24,5,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
25,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",8
26,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
27,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
28,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
29,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",8
30,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",8
31,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
32,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
33,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",8
34,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",7
35,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
36,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
37,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
38,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
39,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",9
40,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",7
41,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
42,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",8
43,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",9
44,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",5
45,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",9
46,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",5
47,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",8
48,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
49,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",9
50,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",9
51,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
52,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
53,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
54,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
55,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",8
56,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",8
57,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
58,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
59,TYCOM,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
60,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
61,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",9
62,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
63,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",6
64,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
65,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",8
66,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
67,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
68,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
69,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",4
70,11,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
71,11,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",8
72,11,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
73,11,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",8
74,NAVAIR,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).",10
8,1,Additional comments on Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).,sometimes too broad
23,5,Additional comments on Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).,For Values!!!
30,6,Additional comments on Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).,"In theory yes, but may be slow and take forever"
48,8,Additional comments on Searching the entire IETM library / more than one manual at a time (not just the IETM you are currently viewing).,would speed up process when researching
1,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",10
2,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",7
3,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",10
4,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",10
5,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",3
6,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",7
7,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",4
8,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",10
9,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",6
10,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",7
11,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",6
12,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",10
13,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",10
14,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",10
15,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",7
16,3,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",10
17,3,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",8
18,4,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",6
19,4,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Collapsible menus (being able to collapse the table of contents, etc.)",5
